model_id;response_id;cs_id;ucs_id;control;reg;up_down_r;is_mem;relax.integrated;relax.emergence;train.integrated;train.emergence;relapse.integrated;relapse.emergence;test.integrated;test.emergence;reset.integrated;reset.emergence
69;1;8;9;4;Regulation.DOWN;Regulation.NEUTRAL;True;0.019232443849264702;0.0025943777681115554;0.018940863084765502;0.0036094310760194093;0.018940863084765502;0.0036094310760194093;0.018940863084765502;0.0036094310760194093;0.0202892171057395;0.015483277527520989
69;4;6;1;9;Regulation.UP;Regulation.NEUTRAL;False;0.001040777785068836;-5.6045894436307364e-05;0.0008119070010407237;-1.7028723008738478e-05;0.0015600403869519552;-9.503601183791233e-09;-0.0002871775321536263;3.397063465998551e-05;0.0009782101538361454;6.7398773659910205e-06
69;4;6;1;9;Regulation.DOWN;Regulation.NEUTRAL;True;0.00096878329384259;0.000541575131398131;0.0008525056686334853;0.00048015890311875475;0.0008434174930505578;0.0004754337104674877;0.0008392152597393732;0.00047326176747103377;0.0018423358406288448;0.0010250992083551402
69;3;5;9;8;Regulation.UP;Regulation.NEUTRAL;True;0.00012141279065908117;0.00010479342328784114;6.805500052142754e-05;5.614421264599212e-05;6.80485209625381e-05;5.614211550925008e-05;6.80554735758565e-05;5.614089715555437e-05;0.0018003934618292736;0.001624425677592023
69;3;5;9;8;Regulation.DOWN;Regulation.NEUTRAL;True;0.8055502662216083;0.6599715954743561;0.8060728020931613;0.6671338222741041;0.8060728020931613;0.6671338520626174;0.8060729403389671;0.6671340955236237;1.123838518564848;0.9968037920475953
69;6;4;2;7;Regulation.UP;Regulation.NEUTRAL;False;0.39574563076150665;0.10612934124240209;0.3914236249560605;0.10303719428352598;0.3897869655491355;0.101671566886472;0.38815667859111036;0.1003135924603091;0.005445533727899965;-0.023501833047185894
69;6;4;2;7;Regulation.DOWN;Regulation.NEUTRAL;True;0.005529945356236743;0.0016097799369398924;0.005601159253863175;0.0016212793792097502;0.005599347757292761;0.0016208437176550294;0.005599347919429731;0.0016208437558598021;0.008240610172910723;0.0023211731841303873
69;1;3;9;3;Regulation.UP;Regulation.NEUTRAL;False;0.019362565901341448;0.000275541954349718;0.018709416207900953;0.00038004151543233333;0.01812665760704336;0.00029632906653376256;0.017858089292729133;0.0002855004748645723;0.018051248376166028;0.00026213038784085596
69;1;3;9;3;Regulation.DOWN;Regulation.NEUTRAL;True;0.4059211095227576;0.22623933031999938;0.4192466104254904;0.2356414374335553;0.4176596418130462;0.23439166616069956;0.41890256508649515;0.235274524243158;2.163065748514108;0.9837384446199917
26;6;8;4;9;Regulation.UP;Regulation.NEUTRAL;False;0.1938228145617628;0.1337157560973687;0.2023473421255924;0.14466336694306914;0.20169085087226035;0.14405236706263658;0.20184373123078903;0.1442286310729406;0.2023305907672296;0.1448291257497516
26;6;8;4;9;Regulation.DOWN;Regulation.NEUTRAL;True;0.14814405605281694;-0.004306562761838467;0.3803087041490821;0.04585898917977671;0.11211631611180746;-0.020244042507273657;0.1091163010189396;-0.02118321607958748;0.10998045353799098;-0.02096093829317125
26;4;2;9;10;Regulation.UP;Regulation.NEUTRAL;False;0.5736671945105734;0.49373271457867374;0.8613690237561852;0.6652764087223684;0.5408026843830882;0.47871632884254417;0.6037450026373878;0.5411477564605351;0.5393697534915292;0.4752655953197875
26;4;2;9;10;Regulation.DOWN;Regulation.NEUTRAL;True;0.4696864148316701;0.3290462743839274;0.4838803974545528;0.3654884733539787;0.4680592552410703;0.34575355972088256;0.45520870873865016;0.3317643615620821;0.4826327695258593;0.3954280160863435
26;10;9;4;0;Regulation.UP;Regulation.NEUTRAL;False;0.009278322205576187;0.0020786345220856067;0.00927585131868576;0.0020843507207399456;0.009160013438403378;0.0020469022089750558;0.00920475302153062;0.0020622850411701407;0.009190367641716511;0.002055916387837982
26;10;9;4;0;Regulation.DOWN;Regulation.NEUTRAL;True;0.10373743517695261;0.03361623050916157;0.10672731418324438;0.03471302191648756;0.10554179428501104;0.03359295996710143;0.10968190806150746;0.03510053977810368;0.11093396144495438;0.03574500521021756
26;10;0;1;4;Regulation.UP;Regulation.NEUTRAL;False;0.10333100038224219;0.09845777570057501;0.052083619405101256;0.049553342424846436;0.05590317171604514;0.0532295073628648;0.05934567124830459;0.056572518649072256;0.051133478454298;0.04875340988393678
26;10;0;1;4;Regulation.DOWN;Regulation.NEUTRAL;True;0.4530529494919382;0.3679997626993562;0.45290727655816126;0.36788244327139813;0.4529071674402776;0.36788220692609525;0.4529071653091111;0.367881766780692;0.45311358155118997;0.3681771257866342
26;3;0;7;0;Regulation.UP;Regulation.NEUTRAL;True;0.0035556625829239463;0.002018675258580571;0.0034361319612048746;0.0017790875518207683;0.0036134510786651197;0.001914466131258008;0.0033372180172965837;0.0017777287257795815;0.003556346694932905;0.0019357080057781362
26;3;0;7;0;Regulation.DOWN;Regulation.NEUTRAL;False;0.01883576168429832;0.01057623865105789;0.018161112649126537;0.01040251799803446;0.01859108145155608;0.010503917600747037;0.018818662252190144;0.010421791566272542;0.01858090808738408;0.010559695112049794
26;10;7;0;4;Regulation.UP;Regulation.NEUTRAL;False;0.0054958053277548435;0.0035110971690868187;0.0054941527177697624;0.003508411661668931;0.0054945181044125935;0.0035078139342274994;0.00549507671688193;0.003511738540496634;0.005495804745521804;0.0035109352355129353
26;10;7;0;4;Regulation.DOWN;Regulation.NEUTRAL;True;0.3395733708783387;0.32994879864671656;0.3370010931300239;0.3276071916992912;0.3370683931403795;0.32767703065185794;0.3369795169486669;0.3275904130995402;0.39546567538478505;0.38325433413822113
26;2;10;5;3;Regulation.UP;Regulation.NEUTRAL;False;0.33579076541987146;0.010908964074033911;0.33626039805921426;0.010951451749722507;0.3362609931071907;0.010951431657482413;0.33626096857483034;0.010951431764013475;0.3363807749209851;0.01094128393891719
26;2;10;5;3;Regulation.DOWN;Regulation.NEUTRAL;True;0.0067000295872844395;0.0021741862621155184;0.006450880987103391;0.0021907020191848092;0.00611840898567273;0.002232366939845687;0.006715057326731222;0.002212032353973381;0.006399039129527606;0.0023602856719057708
26;6;7;4;1;Regulation.UP;Regulation.NEUTRAL;False;1.7188810790824576;0.49540412183710925;1.7189462607701667;0.4954334998172565;1.718881302214232;0.49540053443212106;1.7188973941217385;0.4954157521983388;1.7188871270578212;0.49540783232731433
