model_id;name;lineage;c.e.median;c.e.std;int.inf.median;int.inf.std
112;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Laurasiatheria-Carnivora-Caniformia-Musteloidea-Mustelidae-Mustelinae-Neogale;Neogale vison;2.3251261174813846;3.8431347837522485;2.4076801485788746;3.913015218259759
304;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Protostomia-Spiralia-Lophotrochozoa-Mollusca-Gastropoda-Heterobranchia-Euthyneura-Tectipleura-Aplysiida-Aplysioidea-Aplysiidae;Aplysia;0.6069981194397316;1.015628751781447;0.7694671770367446;1.1779262833418283
477;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;3.2722426579413275;8.25704856040208;8.258809149556996;12.489657218702602
12;cellular organisms-Bacteria-Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia;Escherichia coli;0.0003714423650965637;0.051027381130022115;-0.029863337607914542;0.656364024324423
107;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda;Amphibia;0.4933663086653253;0.563955698062865;1.2605764648554834;1.4360291319739031
1054;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;3.3040374104128594;3.7625126226183507;4.045519974582506;4.11262016677765
517;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Glires-Rodentia-Myomorpha-Muroidea-Muridae;Murinae;0.3642158092171417;2.2182191912154234;0.9635937852267342;5.290870519866441
271;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Glires-Rodentia-Myomorpha-Muroidea-Muridae;Murinae;0.008256700147284635;1.6494860477952957;0.8486090819594834;3.6231240566447918
259;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Glires-Rodentia-Myomorpha-Muroidea-Muridae-Murinae-Mus-Mus;Mus musculus;1.1485968912584141;5.823382296690138;2.24230748960811;6.146694094082859
529;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;0.6636204729375641;4.038425997871347;1.7722126319784681;6.876767997984317
529;cellular organisms;Influenza A virus (A/New Caledonia/20/1999(H1N1;0.6636204729375641;4.038425997871347;1.7722126319784681;6.876767997984317
298;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Protostomia-Ecdysozoa-Panarthropoda-Arthropoda-Mandibulata-Pancrustacea-Hexapoda-Insecta-Dicondylia-Pterygota-Neoptera-Endopterygota-Diptera-Brachycera-Muscomorpha-Eremoneura-Cyclorrhapha-Schizophora-Acalyptratae-Ephydroidea-Drosophilidae-Drosophilinae-Drosophilini-Drosophila-Sophophora-melanogaster group-melanogaster subgroup;Drosophila melanogaster;0.0416180406077597;0.20698515513593496;0.4810468153716891;0.7667236236984526
10;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amphibia-Batrachia-Anura-Pipoidea-Pipidae-Xenopodinae-Xenopus-Xenopus;Xenopus laevis;1.0948607691604482;1.1703141641825259;1.8173535271783776;1.4681732698679806
